,0
2998,51
2999,51
3000,51
3001,51
3002,51
3003,51
3004,51
3005,51
3006,51
3007,51
3008,51
3009,51
3010,51
3011,51
3012,51
3013,51
3014,51
3015,51
3016,51
3017,51
3018,51
3019,51
3020,51
3021,51
3022,51
3023,51
3024,51
3025,51
3026,51
3027,51
3028,51
3029,51
3030,51
3031,51
3032,51
3033,51
3034,51
3035,51
3036,51
3037,51
3038,51
3039,51
3040,51
3041,51
3042,51
3043,51
3044,51
3045,51
3046,51
3047,51
3048,51
3049,51
3050,51
3051,51
3052,51
3053,51
3054,51
3055,51
3056,51
3057,51
3058,51
3059,51
3060,51
3061,51
3062,51
3063,58
3064,70
3065,32
3066,167
3067,70
3068,51
3069,51
3070,51
3071,51
3072,51
3073,51
3074,51
3075,51
3076,51
3077,51
3078,51
3079,51
3080,51
3081,51
3082,51
3083,51
3084,51
3085,51
3086,51
3087,51
3088,176
3089,141
3090,55
3091,163
3092,117
3093,153
3094,51
3095,51
3096,51
3097,51
3098,51
3099,51
3100,51
3101,51
3102,51
3103,51
3104,51
3105,51
3106,51
3107,51
3108,51
3109,51
3110,51
3111,51
3112,51
3113,51
3114,51
3115,51
3116,51
3117,51
3118,51
3119,51
3120,51
3121,51
3122,51
3123,51
3124,51
3125,51
3126,51
3127,51
3128,51
3129,51
3130,51
3131,51
3132,51
3133,51
3134,51
3135,51
3136,51
3137,51
3138,51
3139,51
3140,51
3141,51
3142,51
3143,51
3144,51
3145,51
3146,51
3147,51
3148,51
3149,51
3150,51
3151,51
3152,51
3153,51
3154,51
3155,51
3156,51
3157,51
3158,51
3159,51
3160,51
3161,51
3162,51
3163,51
3164,51
3165,51
3166,51
3167,51
3168,51
3169,51
3170,51
3171,51
3172,51
3173,51
3174,51
3175,51
3176,51
3177,51
3178,51
3179,51
3180,51
3181,51
3182,51
3183,51
3184,51
3185,51
3186,51
3187,51
3188,68
3189,70
3190,110
3191,153
3192,103
3193,68
3194,51
3195,51
3196,51
3197,51
3198,51
3199,51
3200,51
3201,51
3202,51
3203,51
3204,51
3205,51
3206,51
3207,51
3208,51
3209,51
3210,51
3211,51
3212,51
3213,51
3214,145
3215,172
3216,177
3217,101
3218,172
3219,176
3220,51
3221,51
3222,51
3223,51
3224,51
3225,51
3226,51
3227,51
3228,51
3229,51
3230,51
3231,51
3232,51
3233,51
3234,51
3235,51
3236,51
3237,51
3238,51
3239,51
3240,51
3241,51
3242,51
3243,51
3244,51
3245,51
3246,51
3247,51
3248,51
3249,51
3250,51
3251,51
3252,51
3253,51
3254,51
3255,51
3256,51
3257,51
3258,51
3259,51
3260,51
3261,51
3262,51
3263,51
3264,51
3265,51
3266,51
3267,51
3268,51
3269,51
3270,51
3271,51
3272,51
3273,51
3274,51
3275,51
3276,51
3277,51
3278,51
3279,51
3280,51
3281,51
3282,51
3283,51
3284,51
3285,51
3286,51
3287,51
3288,51
3289,51
3290,51
3291,51
3292,51
3293,51
3294,51
3295,51
3296,51
3297,51
3298,51
3299,51
3300,51
3301,51
3302,51
3303,51
3304,51
3305,51
3306,51
3307,51
3308,51
3309,51
3310,51
3311,51
3312,105
3313,70
3314,70
3315,153
3316,167
3317,177
3318,167
3319,51
3320,51
3321,51
3322,51
3323,51
3324,51
3325,51
3326,51
3327,51
3328,51
3329,51
3330,51
3331,51
3332,51
3333,51
3334,51
3335,51
3336,176
3337,68
3338,75
3339,167
3340,163
3341,178
3342,163
3343,117
3344,127
3345,51
3346,51
3347,51
3348,51
3349,51
3350,51
3351,51
3352,51
3353,51
3354,51
3355,51
3356,51
3357,51
3358,51
3359,51
3360,51
3361,51
3362,51
3363,51
3364,51
3365,51
3366,51
3367,51
3368,51
3369,51
3370,51
3371,51
3372,51
3373,51
3374,51
3375,51
3376,51
3377,51
3378,51
3379,51
3380,51
3381,51
3382,51
3383,51
3384,51
3385,51
3386,51
3387,51
3388,51
3389,51
3390,51
3391,51
3392,51
3393,51
3394,51
3395,51
3396,51
3397,51
3398,51
3399,51
3400,51
3401,51
3402,51
3403,51
3404,51
3405,51
3406,51
3407,51
3408,51
3409,51
3410,51
3411,51
3412,51
3413,51
3414,51
3415,51
3416,51
3417,51
3418,51
3419,51
3420,51
3421,51
3422,51
3423,51
3424,51
3425,51
3426,51
3427,51
3428,51
3429,51
3430,51
3431,51
3432,51
3433,51
3434,51
3435,105
3436,163
3437,31
3438,61
3439,32
3440,70
3441,130
3442,116
3443,145
3444,51
3445,51
3446,51
3447,51
3448,51
3449,51
3450,51
3451,51
3452,51
3453,51
3454,51
3455,51
3456,51
3457,51
3458,51
3459,51
3460,79
3461,103
3462,75
3463,125
3464,120
3465,103
3466,31
3467,116
3468,172
3469,116
3470,51
3471,51
3472,51
3473,51
3474,51
3475,51
3476,51
3477,51
3478,51
3479,51
3480,51
3481,51
3482,51
3483,51
3484,51
3485,51
3486,51
3487,51
3488,51
3489,51
3490,51
3491,51
3492,51
3493,51
3494,51
3495,51
3496,51
3497,51
3498,51
3499,51
3500,51
3501,51
3502,51
3503,51
3504,51
3505,51
3506,51
3507,51
3508,51
3509,51
3510,51
3511,51
3512,51
3513,51
3514,51
3515,51
3516,51
3517,51
3518,51
3519,51
3520,51
3521,51
3522,51
3523,51
3524,51
3525,51
3526,51
3527,51
3528,51
3529,51
3530,51
3531,51
3532,51
3533,51
3534,51
3535,51
3536,51
3537,51
3538,51
3539,51
3540,51
3541,51
3542,51
3543,51
3544,51
3545,51
3546,51
3547,51
3548,51
3549,51
3550,51
3551,51
3552,51
3553,51
3554,51
3555,51
3556,51
3557,51
3558,51
3559,145
3560,163
3561,177
3562,141
3563,163
3564,31
3565,167
3566,29
3567,77
3568,61
3569,51
3570,51
3571,51
3572,51
3573,51
3574,51
3575,51
3576,51
3577,51
3578,51
3579,51
3580,51
3581,51
3582,51
3583,51
3584,124
3585,103
3586,134
3587,103
3588,106
3589,134
3590,106
3591,134
3592,31
3593,163
3594,101
3595,175
3596,51
3597,51
3598,51
3599,51
3600,51
3601,51
3602,51
3603,51
3604,51
3605,51
3606,51
3607,51
3608,51
3609,51
3610,176
3611,51
3612,51
3613,51
3614,51
3615,51
3616,51
3617,51
3618,51
3619,51
3620,51
3621,51
3622,51
3623,51
3624,51
3625,51
3626,51
3627,51
3628,51
3629,51
3630,51
3631,51
3632,51
3633,51
3634,51
3635,51
3636,51
3637,51
3638,51
3639,51
3640,51
3641,51
3642,51
3643,51
3644,51
3645,51
3646,51
3647,51
3648,51
3649,51
3650,51
3651,51
3652,51
3653,51
3654,51
3655,51
3656,51
3657,51
3658,51
3659,51
3660,51
3661,51
3662,51
3663,51
3664,51
3665,51
3666,51
3667,51
3668,51
3669,51
3670,51
3671,51
3672,51
3673,51
3674,51
3675,51
3676,51
3677,51
3678,51
3679,51
3680,51
3681,51
3682,51
3683,160
3684,55
3685,77
3686,177
3687,77
3688,177
3689,116
3690,77
3691,77
3692,28
3693,163
3694,68
3695,51
3696,51
3697,51
3698,51
3699,51
3700,51
3701,51
3702,51
3703,51
3704,51
3705,51
3706,51
3707,51
3708,68
3709,134
3710,74
3711,74
3712,74
3713,116
3714,28
3715,134
3716,74
3717,116
3718,125
3719,77
3720,105
3721,51
3722,51
3723,51
3724,51
3725,51
3726,51
3727,51
3728,51
3729,51
3730,51
3731,51
3732,51
3733,175
3734,167
3735,61
3736,153
3737,160
3738,51
3739,51
3740,51
3741,51
3742,51
3743,51
3744,51
3745,51
3746,51
3747,51
3748,51
3749,51
3750,51
3751,51
3752,51
3753,51
3754,51
3755,51
3756,51
3757,51
3758,51
3759,51
3760,51
3761,51
3762,51
3763,51
3764,51
3765,51
3766,51
3767,51
3768,51
3769,51
3770,51
3771,51
3772,51
3773,51
3774,51
3775,51
3776,51
3777,51
3778,51
3779,51
3780,51
3781,51
3782,51
3783,51
3784,51
3785,51
3786,51
3787,51
3788,51
3789,51
3790,51
3791,51
3792,51
3793,51
3794,51
3795,51
3796,51
3797,51
3798,51
3799,51
3800,51
3801,51
3802,51
3803,51
3804,51
3805,61
3806,60
3807,61
3808,125
3809,55
3810,55
3811,55
3812,141
3813,77
3814,77
3815,116
3816,72
3817,163
3818,74
3819,116
3820,114
3821,51
3822,51
3823,51
3824,51
3825,51
3826,51
3827,51
3828,51
3829,51
3830,51
3831,51
3832,160
3833,134
3834,28
3835,158
3836,72
3837,158
3838,101
3839,131
3840,125
3841,158
3842,29
3843,74
3844,141
3845,127
3846,51
3847,51
3848,51
3849,51
3850,51
3851,51
3852,51
3853,51
3854,51
3855,51
3856,51
3857,176
3858,167
3859,61
3860,167
3861,35
3862,31
3863,103
3864,51
3865,51
3866,51
3867,51
3868,51
3869,51
3870,51
3871,51
3872,51
3873,51
3874,51
3875,51
3876,51
3877,51
3878,51
3879,51
3880,51
3881,51
3882,51
3883,51
3884,51
3885,51
3886,51
3887,51
3888,51
3889,51
3890,51
3891,51
3892,51
3893,51
3894,51
3895,51
3896,51
3897,51
3898,51
3899,51
3900,51
3901,51
3902,51
3903,51
3904,51
3905,51
3906,51
3907,51
3908,51
3909,51
3910,51
3911,51
3912,51
3913,51
3914,51
3915,51
3916,51
3917,51
3918,51
3919,51
3920,51
3921,51
3922,51
3923,51
3924,51
3925,51
3926,51
3927,51
3928,51
3929,176
3930,163
3931,129
3932,39
3933,26
3934,163
3935,174
3936,61
3937,177
3938,172
3939,172
3940,116
3941,77
3942,116
3943,29
3944,77
3945,163
3946,58
3947,51
3948,51
3949,51
3950,51
3951,51
3952,51
3953,51
3954,51
3955,51
3956,114
3957,75
3958,28
3959,133
3960,115
3961,115
3962,133
3963,33
3964,131
3965,116
3966,158
3967,77
3968,28
3969,163
3970,153
3971,51
3972,51
3973,51
3974,51
3975,51
3976,51
3977,51
3978,51
3979,51
3980,51
3981,51
3982,160
3983,167
3984,167
3985,84
3986,61
3987,163
3988,163
3989,175
3990,51
3991,51
3992,51
3993,51
3994,51
3995,51
3996,51
3997,51
3998,51
3999,51
4000,51
4001,51
4002,51
4003,51
4004,51
4005,51
4006,51
4007,51
4008,51
4009,51
4010,51
4011,51
4012,51
4013,51
4014,51
4015,51
4016,51
4017,51
4018,51
4019,51
4020,51
4021,51
4022,51
4023,51
4024,51
4025,51
4026,51
4027,51
4028,51
4029,51
4030,51
4031,51
4032,51
4033,51
4034,51
4035,51
4036,51
4037,51
4038,51
4039,51
4040,51
4041,51
4042,51
4043,51
4044,51
4045,51
4046,51
4047,51
4048,51
4049,51
4050,51
4051,51
4052,51
4053,51
4054,145
4055,172
4056,123
4057,100
4058,167
4059,35
4060,80
4061,26
4062,125
4063,77
4064,116
4065,177
4066,74
4067,29
4068,11
4069,29
4070,116
4071,103
4072,51
4073,51
4074,51
4075,51
4076,51
4077,51
4078,51
4079,51
4080,145
4081,61
4082,91
4083,133
4084,71
4085,170
4086,21
4087,170
4088,21
4089,74
4090,158
4091,116
4092,116
4093,29
4094,116
4095,153
4096,51
4097,51
4098,51
4099,51
4100,51
4101,51
4102,51
4103,51
4104,51
4105,51
4106,51
4107,153
4108,35
4109,61
4110,84
4111,174
4112,130
4113,55
4114,105
4115,51
4116,51
4117,51
4118,51
4119,51
4120,51
4121,51
4122,51
4123,51
4124,51
4125,51
4126,51
4127,51
4128,51
4129,51
4130,51
4131,51
4132,51
4133,51
4134,51
4135,51
4136,51
4137,51
4138,51
4139,51
4140,51
4141,51
4142,51
4143,51
4144,51
4145,51
4146,51
4147,51
4148,51
4149,51
4150,51
4151,51
4152,51
4153,51
4154,51
4155,51
4156,51
4157,51
4158,51
4159,51
4160,51
4161,51
4162,51
4163,51
4164,51
4165,51
4166,51
4167,51
4168,51
4169,51
4170,51
4171,51
4172,51
4173,51
4174,51
4175,58
4176,70
4177,84
4178,171
4179,178
4180,151
4181,163
4182,7
4183,78
4184,80
4185,60
4186,83
4187,35
4188,61
4189,139
4190,117
4191,106
4192,11
4193,106
4194,116
4195,116
4196,29
4197,145
4198,51
4199,51
4200,51
4201,51
4202,51
4203,43
4204,167
4205,120
4206,103
4207,56
4208,115
4209,21
4210,162
4211,162
4212,140
4213,47
4214,116
4215,116
4216,163
4217,158
4218,116
4219,29
4220,127
4221,51
4222,51
4223,51
4224,51
4225,51
4226,51
4227,51
4228,51
4229,51
4230,51
4231,58
4232,55
4233,125
4234,174
4235,174
4236,174
4237,174
4238,125
4239,68
4240,51
4241,51
4242,51
4243,51
4244,51
4245,51
4246,51
4247,51
4248,51
4249,51
4250,51
4251,51
4252,51
4253,51
4254,51
4255,51
4256,51
4257,51
4258,51
4259,51
4260,51
4261,51
4262,51
4263,51
4264,51
4265,51
4266,51
4267,51
4268,51
4269,51
4270,51
4271,51
4272,51
4273,51
4274,51
4275,51
4276,51
4277,51
4278,51
4279,51
4280,51
4281,51
4282,51
4283,51
4284,51
4285,51
4286,51
4287,51
4288,51
4289,51
4290,51
4291,51
4292,51
4293,51
4294,51
4295,51
4296,51
4297,51
4298,51
4299,51
4300,68
4301,167
4302,135
4303,161
4304,173
4305,55
4306,103
4307,174
4308,119
4309,33
4310,39
4311,151
4312,161
4313,77
4314,62
4315,148
4316,117
4317,75
4318,134
4319,106
4320,74
4321,116
4322,106
4323,127
4324,145
4325,68
4326,153
4327,103
4328,75
4329,96
4330,106
4331,131
4332,133
4333,161
4334,21
4335,170
4336,21
4337,47
4338,81
4339,74
4340,116
4341,74
4342,77
4343,77
4344,113
4345,79
4346,51
4347,51
4348,51
4349,51
4350,51
4351,51
4352,175
4353,127
4354,171
4355,84
4356,153
4357,28
4358,163
4359,125
4360,31
4361,61
4362,167
4363,174
4364,145
4365,51
4366,51
4367,51
4368,51
4369,51
4370,51
4371,51
4372,51
4373,51
4374,51
4375,51
4376,51
4377,51
4378,51
4379,51
4380,51
4381,51
4382,51
4383,51
4384,51
4385,51
4386,51
4387,51
4388,51
4389,51
4390,51
4391,51
4392,51
4393,51
4394,51
4395,51
4396,51
4397,51
4398,51
4399,51
4400,51
4401,51
4402,51
4403,51
4404,51
4405,51
4406,51
4407,51
4408,51
4409,51
4410,51
4411,51
4412,51
4413,51
4414,51
4415,51
4416,51
4417,51
4418,51
4419,51
4420,51
4421,51
4422,51
4423,51
4424,51
4425,160
4426,178
4427,135
4428,31
4429,167
4430,32
4431,61
4432,55
4433,121
4434,80
4435,116
4436,74
4437,134
4438,75
4439,40
4440,165
4441,140
4442,74
4443,120
4444,120
4445,96
4446,106
4447,74
4448,163
4449,106
4450,74
4451,48
4452,74
4453,74
4454,29
4455,113
4456,94
4457,77
4458,163
4459,101
4460,161
4461,135
4462,81
4463,44
4464,74
4465,29
4466,116
4467,77
4468,29
4469,116
4470,145
4471,51
4472,51
4473,51
4474,51
4475,51
4476,124
4477,134
4478,31
4479,134
4480,134
4481,134
4482,125
4483,163
4484,163
4485,125
4486,61
4487,167
4488,174
4489,160
4490,51
4491,51
4492,51
4493,51
4494,51
4495,51
4496,51
4497,51
4498,51
4499,51
4500,51
4501,51
4502,51
4503,51
4504,51
4505,51
4506,51
4507,51
4508,51
4509,51
4510,51
4511,51
4512,51
4513,51
4514,51
4515,51
4516,51
4517,51
4518,51
4519,51
4520,51
4521,51
4522,51
4523,51
4524,51
4525,51
4526,51
4527,51
4528,51
4529,51
4530,51
4531,51
4532,51
4533,51
4534,51
4535,51
4536,51
4537,51
4538,51
4539,51
4540,51
4541,51
4542,51
4543,51
4544,51
4545,51
4546,51
4547,51
4548,51
4549,175
4550,74
4551,77
4552,153
4553,157
4554,35
4555,61
4556,167
4557,98
4558,148
4559,158
4560,106
4561,134
4562,134
4563,152
4564,63
4565,71
4566,115
4567,147
4568,75
4569,75
4570,120
4571,120
4572,31
4573,134
4574,113
4575,158
4576,56
4577,113
4578,158
4579,158
4580,166
4581,163
4582,167
4583,167
4584,84
4585,31
4586,117
4587,44
4588,47
4589,29
4590,141
4591,29
4592,116
4593,158
4594,116
4595,120
4596,51
4597,51
4598,51
4599,51
4600,171
4601,31
4602,106
4603,11
4604,74
4605,163
4606,74
4607,116
4608,11
4609,31
4610,163
4611,35
4612,167
4613,103
4614,175
4615,51
4616,51
4617,51
4618,51
4619,51
4620,51
4621,51
4622,51
4623,51
4624,51
4625,51
4626,51
4627,51
4628,51
4629,51
4630,51
4631,51
4632,51
4633,51
4634,51
4635,51
4636,51
4637,51
4638,51
4639,51
4640,51
4641,51
4642,51
4643,51
4644,51
4645,51
4646,51
4647,51
4648,51
4649,51
4650,51
4651,51
4652,51
4653,51
4654,51
4655,51
4656,51
4657,51
4658,51
4659,51
4660,51
4661,51
4662,51
4663,51
4664,51
4665,51
4666,51
4667,51
4668,51
4669,51
4670,51
4671,51
4672,68
4673,31
4674,63
4675,103
4676,70
4677,32
4678,167
4679,61
4680,167
4681,151
4682,111
4683,103
4684,130
4685,29
4686,131
4687,103
4688,2
4689,75
4690,96
4691,75
4692,35
4693,109
4694,120
4695,120
4696,125
4697,106
4698,74
4699,74
4700,133
4701,94
4702,72
4703,133
4704,64
4705,94
4706,167
4707,153
4708,32
4709,167
4710,103
4711,116
4712,140
4713,158
4714,28
4715,106
4716,116
4717,116
4718,77
4719,29
4720,31
4721,175
4722,51
4723,51
4724,171
4725,125
4726,74
4727,113
4728,158
4729,158
4730,158
4731,101
4732,72
4733,74
4734,125
4735,125
4736,134
4737,167
4738,174
4739,112
4740,51
4741,51
4742,51
4743,51
4744,51
4745,51
4746,51
4747,51
4748,51
4749,51
4750,51
4751,51
4752,51
4753,51
4754,51
4755,51
4756,51
4757,51
4758,51
4759,51
4760,51
4761,51
4762,51
4763,51
4764,51
4765,51
4766,51
4767,51
4768,51
4769,51
4770,51
4771,51
4772,51
4773,51
4774,51
4775,51
4776,51
4777,51
4778,51
4779,51
4780,51
4781,51
4782,51
4783,51
4784,51
4785,51
4786,51
4787,51
4788,51
4789,51
4790,51
4791,51
4792,51
4793,51
4794,51
4795,51
4796,178
4797,158
4798,166
4799,119
4800,70
4801,70
4802,153
4803,178
4804,78
4805,101
4806,100
4807,59
4808,173
4809,31
4810,28
4811,162
4812,134
4813,120
4814,120
4815,120
4816,120
4817,120
4818,120
4819,103
4820,147
4821,134
4822,120
4823,84
4824,103
4825,74
4826,168
4827,115
4828,64
4829,94
4830,103
4831,153
4832,167
4833,153
4834,167
4835,55
4836,103
4837,74
4838,116
4839,163
4840,77
4841,116
4842,77
4843,158
4844,74
4845,106
4846,145
4847,51
4848,145
4849,74
4850,113
4851,72
4852,133
4853,133
4854,101
4855,158
4856,3
4857,94
4858,125
4859,29
4860,29
4861,141
4862,103
4863,61
4864,51
4865,51
4866,51
4867,51
4868,51
4869,51
4870,51
4871,51
4872,51
4873,51
4874,51
4875,51
4876,51
4877,51
4878,51
4879,51
4880,51
4881,51
4882,51
4883,51
4884,51
4885,51
4886,51
4887,51
4888,51
4889,51
4890,51
4891,51
4892,51
4893,51
4894,51
4895,51
4896,51
4897,51
4898,51
4899,51
4900,51
4901,51
4902,51
4903,51
4904,51
4905,51
4906,51
4907,51
4908,51
4909,51
4910,51
4911,51
4912,51
4913,51
4914,51
4915,51
4916,51
4917,51
4918,51
4919,51
4920,55
4921,78
4922,162
4923,133
4924,31
4925,70
4926,70
4927,55
4928,111
4929,34
4930,98
4931,158
4932,125
4933,161
4934,115
4935,151
4936,133
4937,134
4938,84
4939,61
4940,120
4941,120
4942,75
4943,134
4944,158
4945,134
4946,31
4947,178
4948,119
4949,106
4950,158
4951,77
4952,158
4953,117
4954,77
4955,141
4956,31
4957,174
4958,167
4959,84
4960,163
4961,130
4962,116
4963,163
4964,74
4965,77
4966,77
4967,116
4968,177
4969,11
4970,11
4971,124
4972,176
4973,125
4974,158
4975,133
4976,117
4977,115
4978,115
4979,26
4980,3
4981,133
4982,72
4983,74
4984,77
4985,116
4986,29
4987,55
4988,153
4989,51
4990,51
4991,51
4992,51
4993,51
4994,51
4995,51
4996,51
4997,51
4998,51
4999,51
5000,51
5001,51
5002,51
5003,51
5004,51
5005,51
5006,51
5007,51
5008,51
5009,51
5010,51
5011,51
5012,51
5013,51
5014,51
5015,51
5016,51
5017,51
5018,51
5019,51
5020,51
5021,51
5022,51
5023,51
5024,51
5025,51
5026,51
5027,51
5028,51
5029,51
5030,51
5031,51
5032,51
5033,51
5034,51
5035,51
5036,51
5037,51
5038,51
5039,51
5040,51
5041,51
5042,51
5043,51
5044,51
5045,61
5046,177
5047,125
5048,167
5049,61
5050,167
5051,153
5052,101
5053,26
5054,172
5055,158
5056,126
5057,158
5058,74
5059,133
5060,72
5061,158
5062,74
5063,134
5064,109
5065,120
5066,75
5067,74
5068,158
5069,45
5070,116
5071,7
5072,146
5073,77
5074,44
5075,85
5076,162
5077,80
5078,117
5079,172
5080,172
5081,77
5082,101
5083,31
5084,163
5085,77
5086,142
5087,116
5088,29
5089,77
5090,158
5091,116
5092,74
5093,29
5094,74
5095,106
5096,120
5097,103
5098,29
5099,101
5100,16
5101,161
5102,161
5103,161
5104,117
5105,133
5106,161
5107,113
5108,163
5109,113
5110,77
5111,29
5112,141
5113,79
5114,51
5115,51
5116,51
5117,51
5118,51
5119,51
5120,51
5121,51
5122,51
5123,51
5124,51
5125,51
5126,51
5127,51
5128,51
5129,51
5130,51
5131,51
5132,51
5133,51
5134,51
5135,51
5136,51
5137,51
5138,51
5139,51
5140,51
5141,51
5142,51
5143,51
5144,51
5145,51
5146,51
5147,51
5148,51
5149,51
5150,51
5151,51
5152,51
5153,51
5154,51
5155,51
5156,51
5157,51
5158,51
5159,51
5160,51
5161,51
5162,51
5163,51
5164,51
5165,51
5166,51
5167,51
5168,153
5169,103
5170,75
5171,32
5172,110
5173,32
5174,130
5175,123
5176,39
5177,167
5178,84
5179,60
5180,44
5181,74
5182,131
5183,126
5184,166
5185,166
5186,166
5187,82
5188,149
5189,16
5190,77
5191,116
5192,125
5193,103
5194,125
5195,72
5196,116
5197,133
5198,31
5199,146
5200,113
5201,77
5202,36
5203,26
5204,36
5205,72
5206,172
5207,172
5208,116
5209,101
5210,113
5211,141
5212,74
5213,77
5214,77
5215,36
5216,77
5217,116
5218,163
5219,163
5220,106
5221,125
5222,74
5223,113
5224,133
5225,161
5226,135
5227,161
5228,115
5229,161
5230,135
5231,162
5232,74
5233,116
5234,29
5235,116
5236,163
5237,116
5238,43
5239,51
5240,51
5241,51
5242,51
5243,51
5244,51
5245,51
5246,51
5247,51
5248,51
5249,51
5250,51
5251,51
5252,51
5253,51
5254,51
5255,51
5256,51
5257,51
5258,51
5259,51
5260,51
5261,51
5262,51
5263,51
5264,51
5265,51
5266,51
5267,51
5268,51
5269,51
5270,51
5271,51
5272,51
5273,51
5274,51
5275,51
5276,51
5277,51
5278,51
5279,51
5280,51
5281,51
5282,51
5283,51
5284,51
5285,51
5286,51
5287,51
5288,51
5289,51
5290,51
5291,51
5292,61
5293,80
5294,133
5295,70
5296,70
5297,153
5298,129
5299,80
5300,169
5301,156
5302,144
5303,117
5304,71
5305,0
5306,99
5307,60
5308,63
5309,93
5310,93
5311,131
5312,13
5313,63
5314,106
5315,35
5316,103
5317,163
5318,133
5319,101
5320,77
5321,133
5322,33
5323,61
5324,40
5325,148
5326,150
5327,103
5328,75
5329,177
5330,150
5331,125
5332,116
5333,101
5334,56
5335,74
5336,77
5337,77
5338,116
5339,158
5340,101
5341,72
5342,141
5343,74
5344,74
5345,74
5346,125
5347,74
5348,158
5349,133
5350,71
5351,21
5352,161
5353,71
5354,21
5355,140
5356,85
5357,147
5358,77
5359,125
5360,77
5361,116
5362,163
5363,176
5364,51
5365,51
5366,51
5367,51
5368,51
5369,51
5370,51
5371,51
5372,51
5373,51
5374,51
5375,51
5376,51
5377,51
5378,51
5379,51
5380,51
5381,51
5382,51
5383,51
5384,51
5385,51
5386,51
5387,51
5388,51
5389,51
5390,51
5391,51
5392,51
5393,51
5394,51
5395,51
5396,51
5397,51
5398,51
5399,51
5400,51
5401,51
5402,51
5403,51
5404,51
5405,51
5406,51
5407,51
5408,51
5409,51
5410,51
5411,51
5412,51
5413,51
5414,51
5415,51
5416,124
5417,98
5418,135
5419,61
5420,70
5421,70
5422,77
5423,143
5424,173
5425,174
5426,91
5427,45
5428,93
5429,126
5430,16
5431,108
5432,170
5433,126
5434,6
5435,131
5436,126
5437,29
5438,103
5439,103
5440,158
5441,80
5442,47
5443,133
5444,29
5445,168
5446,135
5447,129
5448,151
5449,83
5450,39
5451,30
5452,138
5453,128
5454,62
5455,118
5456,163
5457,174
5458,116
5459,116
5460,116
5461,29
5462,28
5463,77
5464,116
5465,77
5466,116
5467,163
5468,125
5469,106
5470,19
5471,74
5472,29
5473,72
5474,133
5475,161
5476,21
5477,21
5478,162
5479,119
5480,81
5481,140
5482,74
5483,163
5484,116
5485,177
5486,29
5487,74
5488,176
5489,51
5490,51
5491,51
5492,51
5493,51
5494,51
5495,51
5496,51
5497,51
5498,51
5499,51
5500,51
5501,51
5502,51
5503,51
5504,51
5505,51
5506,51
5507,51
5508,51
5509,51
5510,51
5511,51
5512,51
5513,51
5514,51
5515,51
5516,51
5517,51
5518,51
5519,51
5520,51
5521,51
5522,51
5523,51
5524,51
5525,51
5526,51
5527,51
5528,51
5529,51
5530,51
5531,51
5532,51
5533,51
5534,51
5535,51
5536,51
5537,51
5538,51
5539,58
5540,114
5541,39
5542,55
5543,61
5544,35
5545,127
5546,167
5547,80
5548,26
5549,85
5550,165
5551,166
5552,131
5553,131
5554,93
5555,131
5556,93
5557,93
5558,131
5559,126
5560,63
5561,147
5562,103
5563,163
5564,133
5565,116
5566,77
5567,125
5568,116
5569,69
5570,119
5571,111
5572,154
5573,148
5574,78
5575,78
5576,40
5577,52
5578,117
5579,117
5580,123
5581,116
5582,75
5583,101
5584,134
5585,106
5586,125
5587,29
5588,77
5589,77
5590,101
5591,74
5592,125
5593,147
5594,74
5595,74
5596,113
5597,158
5598,3
5599,133
5600,33
5601,170
5602,140
5603,1
5604,44
5605,37
5606,162
5607,28
5608,163
5609,163
5610,116
5611,163
5612,116
5613,22
5614,51
5615,51
5616,51
5617,51
5618,51
5619,51
5620,51
5621,51
5622,51
5623,51
5624,51
5625,51
5626,51
5627,51
5628,51
5629,51
5630,51
5631,51
5632,51
5633,51
5634,51
5635,51
5636,51
5637,51
5638,51
5639,51
5640,51
5641,51
5642,51
5643,51
5644,51
5645,51
5646,51
5647,51
5648,51
5649,51
5650,51
5651,51
5652,51
5653,51
5654,51
5655,51
5656,51
5657,51
5658,51
5659,51
5660,51
5661,51
5662,51
5663,124
5664,116
5665,172
5666,70
5667,110
5668,32
5669,61
5670,178
5671,78
5672,103
5673,167
5674,55
5675,78
5676,7
5677,116
5678,56
5679,126
5680,93
5681,56
5682,126
5683,126
5684,63
5685,31
5686,103
5687,77
5688,158
5689,11
5690,28
5691,101
5692,103
5693,151
5694,44
5695,26
5696,151
5697,87
5698,99
5699,31
5700,117
5701,101
5702,36
5703,26
5704,77
5705,134
5706,116
5707,177
5708,156
5709,106
5710,134
5711,134
5712,106
5713,116
5714,116
5715,77
5716,74
5717,131
5718,158
5719,113
5720,158
5721,158
5722,94
5723,72
5724,94
5725,168
5726,69
5727,162
5728,169
5729,25
5730,57
5731,71
5732,74
5733,130
5734,125
5735,177
5736,163
5737,116
5738,171
5739,51
5740,51
5741,51
5742,51
5743,51
5744,51
5745,51
5746,51
5747,51
5748,51
5749,51
5750,51
5751,51
5752,51
5753,51
5754,51
5755,51
5756,51
5757,51
5758,51
5759,51
5760,51
5761,51
5762,51
5763,51
5764,51
5765,51
5766,51
5767,51
5768,51
5769,51
5770,51
5771,51
5772,51
5773,51
5774,51
5775,51
5776,51
5777,51
5778,51
5779,51
5780,51
5781,51
5782,51
5783,51
5784,51
5785,51
5786,176
5787,90
5788,84
5789,134
5790,50
5791,70
5792,70
5793,61
5794,77
5795,151
5796,99
